Branch,City,cogs,Customer type,Date,Gender,gross income,Sum of gross margin percentage,Invoice ID,Payment,Product line,Rating,Sum of Quantity,Tax 5%,Total,Unit price
B,Mandalay,147.04,Normal,1/15/2019,Female,7.352,4.761904762,437-58-8131,Ewallet,Fashion accessories,4.6,2,7.352,154.392,73.52
B,Mandalay,147.8,Member,2/13/2019,Female,7.39,4.761904762,767-54-1907,Cash,Fashion accessories,6.9,5,7.39,155.19,29.56
B,Mandalay,153.2,Member,3/13/2019,Female,7.66,4.761904762,655-85-5130,Cash,Fashion accessories,5.7,4,7.66,160.86,38.3
B,Mandalay,155.24,Member,3/19/2019,Male,7.762,4.761904762,701-23-5550,Ewallet,Home and lifestyle,4.9,4,7.762,163.002,38.81
B,Mandalay,156.84,Normal,1/16/2019,Male,7.842,4.761904762,286-62-6248,Credit card,Fashion accessories,9,4,7.842,164.682,39.21
B,Mandalay,157.26,Normal,2/27/2019,Male,7.863,4.761904762,665-63-9737,Ewallet,Fashion accessories,7.5,3,7.863,165.123,52.42
B,Mandalay,157.76,Member,1/26/2019,Female,7.888,4.761904762,135-13-8269,Cash,Food and beverages,9.1,2,7.888,165.648,78.88
B,Mandalay,158.32,Normal,1/18/2019,Male,7.916,4.761904762,414-12-7047,Ewallet,Food and beverages,8.7,8,7.916,166.236,19.79
B,Mandalay,159.6,Member,2/26/2019,Male,7.98,4.761904762,518-71-6847,Ewallet,Food and beverages,4.9,6,7.98,167.58,26.6
B,Mandalay,162.74,Normal,1/26/2019,Female,8.137,4.761904762,289-65-5721,Cash,Fashion accessories,6.5,2,8.137,170.877,81.37
B,Mandalay,164.52,Member,2/20/2019,Female,8.226,4.761904762,692-92-5582,Credit card,Food and beverages,5.9,3,8.226,172.746,54.84
B,Mandalay,167.54,Member,2/24/2019,Male,8.377,4.761904762,242-11-3142,Cash,Fashion accessories,4.6,2,8.377,175.917,83.77
B,Mandalay,168.96,Normal,01-01-2019,Male,8.448,4.761904762,770-42-8960,Cash,Food and beverages,6.3,8,8.448,177.408,21.12
B,Mandalay,17.75,Normal,1/14/2019,Female,0.8875,4.761904762,559-61-5987,Cash,Health and beauty,8.6,1,0.8875,18.6375,17.75
B,Mandalay,171.81,Normal,02-09-2019,Male,8.5905,4.761904762,747-58-7183,Ewallet,Fashion accessories,6.5,3,8.5905,180.4005,57.27
B,Mandalay,172,Normal,1/31/2019,Female,8.6,4.761904762,834-45-5519,Ewallet,Electronic accessories,7.6,4,8.6,180.6,43
B,Mandalay,172.02,Normal,03-10-2019,Female,8.601,4.761904762,790-29-1172,Credit card,Food and beverages,7.9,3,8.601,180.621,57.34
B,Mandalay,172.45,Member,03-11-2019,Female,8.6225,4.761904762,214-30-2776,Credit card,Electronic accessories,9,5,8.6225,181.0725,34.49
B,Mandalay,173.16,Member,03-04-2019,Male,8.658,4.761904762,346-12-3257,Cash,Electronic accessories,8,9,8.658,181.818,19.24
B,Mandalay,173.22,Member,2/20/2019,Male,8.661,4.761904762,779-42-2410,Ewallet,Food and beverages,7.7,3,8.661,181.881,57.74
B,Mandalay,174.9,Normal,2/22/2019,Male,8.745,4.761904762,690-01-6631,Ewallet,Fashion accessories,6.6,10,8.745,183.645,17.49
B,Mandalay,178.92,Normal,02-02-2019,Female,8.946,4.761904762,418-05-0656,Cash,Fashion accessories,7.1,7,8.946,187.866,25.56
B,Mandalay,180.09,Member,02-06-2019,Female,9.0045,4.761904762,727-46-3608,Ewallet,Food and beverages,4.1,9,9.0045,189.0945,20.01
B,Mandalay,181.1,Normal,3/13/2019,Male,9.055,4.761904762,585-03-5943,Ewallet,Health and beauty,5.9,10,9.055,190.155,18.11
B,Mandalay,183.82,Member,02-02-2019,Female,9.191,4.761904762,201-86-2184,Cash,Electronic accessories,9.9,7,9.191,193.011,26.26
B,Mandalay,183.88,Normal,02-09-2019,Male,9.194,4.761904762,509-10-0516,Ewallet,Home and lifestyle,5.1,4,9.194,193.074,45.97
B,Mandalay,185.88,Member,02-08-2019,Male,9.294,4.761904762,732-04-5373,Cash,Home and lifestyle,7,4,9.294,195.174,46.47
B,Mandalay,186.62,Normal,3/25/2019,Female,9.331,4.761904762,282-35-2475,Cash,Sports and travel,6.3,2,9.331,195.951,93.31
B,Mandalay,186.8,Member,3/30/2019,Male,9.34,4.761904762,642-61-4706,Cash,Food and beverages,5.5,2,9.34,196.14,93.4
B,Mandalay,189.18,Normal,1/19/2019,Male,9.459,4.761904762,375-72-3056,Ewallet,Sports and travel,7,3,9.459,198.639,63.06
B,Mandalay,19.15,Member,1/28/2019,Female,0.9575,4.761904762,390-80-5128,Credit card,Health and beauty,9.5,1,0.9575,20.1075,19.15
B,Mandalay,194.22,Normal,3/14/2019,Male,9.711,4.761904762,174-75-0888,Cash,Electronic accessories,7.3,9,9.711,203.931,21.58
B,Mandalay,197.7,Member,2/27/2019,Female,9.885,4.761904762,191-29-0321,Credit card,Fashion accessories,5,10,9.885,207.585,19.77
B,Mandalay,197.96,Member,3/21/2019,Female,9.898,4.761904762,438-01-4015,Ewallet,Sports and travel,6.6,4,9.898,207.858,49.49
B,Mandalay,198.18,Normal,02-07-2019,Male,9.909,4.761904762,868-81-1752,Cash,Home and lifestyle,6.8,9,9.909,208.089,22.02
B,Mandalay,198.5,Normal,3/20/2019,Male,9.925,4.761904762,514-37-2845,Cash,Fashion accessories,9,2,9.925,208.425,99.25
B,Mandalay,198.75,Normal,2/22/2019,Female,9.9375,4.761904762,831-64-0259,Ewallet,Fashion accessories,9.6,5,9.9375,208.6875,39.75
B,Mandalay,199.78,Normal,2/26/2019,Male,9.989,4.761904762,437-53-3084,Ewallet,Fashion accessories,7.1,2,9.989,209.769,99.89
B,Mandalay,202.56,Member,03-05-2019,Female,10.128,4.761904762,608-04-3797,Ewallet,Health and beauty,8.7,8,10.128,212.688,25.32
B,Mandalay,203.36,Member,3/19/2019,Male,10.168,4.761904762,301-81-8610,Credit card,Fashion accessories,6.7,8,10.168,213.528,25.42
B,Mandalay,204.52,Member,1/25/2019,Male,10.226,4.761904762,730-61-8757,Credit card,Health and beauty,4,4,10.226,214.746,51.13
B,Mandalay,206.91,Normal,2/22/2019,Male,10.3455,4.761904762,777-67-2495,Ewallet,Home and lifestyle,8.7,3,10.3455,217.2555,68.97
B,Mandalay,207.27,Member,03-11-2019,Female,10.3635,4.761904762,891-58-8335,Cash,Sports and travel,6.5,7,10.3635,217.6335,29.61
B,Mandalay,211.44,Normal,2/24/2019,Female,10.572,4.761904762,365-16-4334,Ewallet,Food and beverages,8.9,8,10.572,222.012,26.43
B,Mandalay,211.56,Normal,3/25/2019,Male,10.578,4.761904762,366-43-6862,Ewallet,Electronic accessories,6.7,4,10.578,222.138,52.89
B,Mandalay,212.45,Normal,3/19/2019,Male,10.6225,4.761904762,716-39-1409,Cash,Health and beauty,8,7,10.6225,223.0725,30.35
B,Mandalay,214.3,Member,1/28/2019,Female,10.715,4.761904762,544-55-9589,Cash,Electronic accessories,6.2,10,10.715,225.015,21.43
B,Mandalay,220.23,Normal,03-02-2019,Female,11.0115,4.761904762,576-31-4774,Ewallet,Health and beauty,4,3,11.0115,231.2415,73.41
B,Mandalay,222.12,Normal,3/22/2019,Male,11.106,4.761904762,554-53-3790,Cash,Sports and travel,4.5,6,11.106,233.226,37.02
B,Mandalay,229.5,Normal,02-06-2019,Male,11.475,4.761904762,857-67-9057,Ewallet,Electronic accessories,8.2,10,11.475,240.975,22.95
B,Mandalay,229.96,Member,3/15/2019,Female,11.498,4.761904762,542-41-0513,Cash,Electronic accessories,6.6,4,11.498,241.458,57.49
B,Mandalay,231.12,Normal,02-11-2019,Female,11.556,4.761904762,284-34-9626,Credit card,Home and lifestyle,7.2,3,11.556,242.676,77.04
B,Mandalay,235.8,Member,02-03-2019,Male,11.79,4.761904762,190-59-3964,Credit card,Food and beverages,6,5,11.79,247.59,47.16
B,Mandalay,239.73,Member,3/20/2019,Male,11.9865,4.761904762,182-88-2763,Credit card,Food and beverages,5,3,11.9865,251.7165,79.91
B,Mandalay,240.72,Member,2/16/2019,Male,12.036,4.761904762,133-77-3154,Credit card,Fashion accessories,9.4,4,12.036,252.756,60.18
B,Mandalay,240.96,Member,03-03-2019,Male,12.048,4.761904762,777-82-7220,Cash,Home and lifestyle,7.7,8,12.048,253.008,30.12
B,Mandalay,241.2,Normal,2/20/2019,Male,12.06,4.761904762,458-61-0011,Cash,Food and beverages,5.8,4,12.06,253.26,60.3
B,Mandalay,243,Member,03-02-2019,Male,12.15,4.761904762,565-67-6697,Cash,Home and lifestyle,4.8,9,12.15,255.15,27
B,Mandalay,244.2,Member,02-09-2019,Female,12.21,4.761904762,866-05-7563,Cash,Electronic accessories,4.8,3,12.21,256.41,81.4
B,Mandalay,246.36,Member,03-05-2019,Female,12.318,4.761904762,793-10-3222,Credit card,Health and beauty,8.3,6,12.318,258.678,41.06
B,Mandalay,248.76,Normal,01-06-2019,Male,12.438,4.761904762,826-58-8051,Ewallet,Home and lifestyle,4.3,4,12.438,261.198,62.19
B,Mandalay,25.45,Normal,03-10-2019,Female,1.2725,4.761904762,156-20-0370,Credit card,Electronic accessories,5.1,1,1.2725,26.7225,25.45
B,Mandalay,250.28,Normal,2/25/2019,Male,12.514,4.761904762,636-17-0325,Cash,Health and beauty,9.5,4,12.514,262.794,62.57
B,Mandalay,251.4,Member,2/25/2019,Female,12.57,4.761904762,574-80-1489,Ewallet,Food and beverages,8.7,4,12.57,263.97,62.85
B,Mandalay,251.4,Normal,03-07-2019,Male,12.57,4.761904762,307-85-2293,Ewallet,Home and lifestyle,9.7,5,12.57,263.97,50.28
B,Mandalay,257.7,Normal,1/26/2019,Female,12.885,4.761904762,539-21-7227,Cash,Sports and travel,4.2,5,12.885,270.585,51.54
B,Mandalay,258.37,Member,02-10-2019,Male,12.9185,4.761904762,448-34-8700,Ewallet,Home and lifestyle,6.7,7,12.9185,271.2885,36.91
B,Mandalay,259,Member,02-06-2019,Male,12.95,4.761904762,875-46-5808,Ewallet,Health and beauty,8.7,10,12.95,271.95,25.9
B,Mandalay,263.94,Normal,03-05-2019,Male,13.197,4.761904762,371-85-5789,Ewallet,Health and beauty,5.1,3,13.197,277.137,87.98
B,Mandalay,266.7,Member,1/29/2019,Male,13.335,4.761904762,343-61-3544,Cash,Sports and travel,8.6,10,13.335,280.035,26.67
B,Mandalay,267.78,Normal,01-02-2019,Male,13.389,4.761904762,670-71-7306,Credit card,Sports and travel,5.1,6,13.389,281.169,44.63
B,Mandalay,27.07,Member,01-12-2019,Female,1.3535,4.761904762,296-11-7041,Credit card,Health and beauty,5.3,1,1.3535,28.4235,27.07
B,Mandalay,272.1,Normal,1/31/2019,Male,13.605,4.761904762,239-36-3640,Ewallet,Electronic accessories,6.1,6,13.605,285.705,45.35
B,Mandalay,274.3,Member,3/29/2019,Male,13.715,4.761904762,425-85-2085,Ewallet,Health and beauty,9.8,5,13.715,288.015,54.86
B,Mandalay,274.84,Member,01-04-2019,Female,13.742,4.761904762,725-32-9708,Cash,Fashion accessories,4.1,4,13.742,288.582,68.71
B,Mandalay,276.12,Normal,02-07-2019,Male,13.806,4.761904762,430-02-3888,Cash,Electronic accessories,7.1,6,13.806,289.926,46.02
B,Mandalay,277.34,Normal,1/25/2019,Female,13.867,4.761904762,191-10-6171,Cash,Fashion accessories,7.5,7,13.867,291.207,39.62
B,Mandalay,279.66,Member,1/24/2019,Male,13.983,4.761904762,789-23-8625,Cash,Fashion accessories,7.2,3,13.983,293.643,93.22
B,Mandalay,285.11,Member,03-12-2019,Female,14.2555,4.761904762,427-45-9297,Ewallet,Home and lifestyle,5.4,7,14.2555,299.3655,40.73
B,Mandalay,285.92,Member,2/17/2019,Female,14.296,4.761904762,785-96-0615,Ewallet,Electronic accessories,4.9,8,14.296,300.216,35.74
B,Mandalay,29.52,Normal,2/18/2019,Female,1.476,4.761904762,764-44-8999,Ewallet,Health and beauty,4.3,2,1.476,30.996,14.76
B,Mandalay,290.04,Normal,1/26/2019,Female,14.502,4.761904762,847-38-7188,Ewallet,Food and beverages,6.4,3,14.502,304.542,96.68
B,Mandalay,290.4,Member,3/15/2019,Male,14.52,4.761904762,585-11-6748,Cash,Sports and travel,5.3,3,14.52,304.92,96.8
B,Mandalay,295.28,Member,2/21/2019,Male,14.764,4.761904762,269-04-5750,Cash,Fashion accessories,6.7,4,14.764,310.044,73.82
B,Mandalay,296.37,Member,2/23/2019,Female,14.8185,4.761904762,695-09-5146,Ewallet,Food and beverages,6.4,3,14.8185,311.1885,98.79
B,Mandalay,299.1,Normal,3/18/2019,Male,14.955,4.761904762,420-04-7590,Ewallet,Home and lifestyle,4.7,3,14.955,314.055,99.7
B,Mandalay,302.7,Member,02-06-2019,Male,15.135,4.761904762,811-35-1094,Credit card,Electronic accessories,8.9,6,15.135,317.835,50.45
B,Mandalay,302.96,Member,2/14/2019,Male,15.148,4.761904762,853-23-2453,Cash,Health and beauty,7.6,4,15.148,318.108,75.74
B,Mandalay,306.45,Member,3/29/2019,Male,15.3225,4.761904762,291-21-5991,Cash,Health and beauty,7,5,15.3225,321.7725,61.29
B,Mandalay,31.77,Member,03-12-2019,Female,1.5885,4.761904762,545-46-3100,Credit card,Electronic accessories,8.7,3,1.5885,33.3585,10.59
B,Mandalay,317.34,Member,1/19/2019,Male,15.867,4.761904762,608-27-6295,Credit card,Electronic accessories,9.8,6,15.867,333.207,52.89
B,Mandalay,318.42,Member,01-05-2019,Female,15.921,4.761904762,843-01-4703,Credit card,Home and lifestyle,9.6,9,15.921,334.341,35.38
B,Mandalay,318.55,Normal,02-07-2019,Female,15.9275,4.761904762,374-38-5555,Ewallet,Fashion accessories,8.5,5,15.9275,334.4775,63.71
B,Mandalay,319.9,Member,2/20/2019,Male,15.995,4.761904762,311-13-6971,Credit card,Sports and travel,9.9,10,15.995,335.895,31.99
B,Mandalay,32.32,Normal,03-07-2019,Male,1.616,4.761904762,242-55-6721,Ewallet,Home and lifestyle,6.5,2,1.616,33.936,16.16
B,Mandalay,32.98,Member,02-05-2019,Female,1.649,4.761904762,479-26-8945,Ewallet,Sports and travel,4.6,2,1.649,34.629,16.49
B,Mandalay,327.06,Normal,3/17/2019,Female,16.353,4.761904762,642-30-6693,Ewallet,Sports and travel,7.8,6,16.353,343.413,54.51
B,Mandalay,328.59,Normal,2/16/2019,Female,16.4295,4.761904762,895-03-6665,Cash,Fashion accessories,4.2,9,16.4295,345.0195,36.51
B,Mandalay,33.52,Normal,02-08-2019,Male,1.676,4.761904762,649-29-6775,Cash,Fashion accessories,6.7,1,1.676,35.196,33.52
B,Mandalay,33.63,Member,3/20/2019,Male,1.6815,4.761904762,574-31-8277,Cash,Fashion accessories,5.6,1,1.6815,35.3115,33.63
B,Mandalay,332.1,Member,01-08-2019,Female,16.605,4.761904762,490-95-0021,Ewallet,Food and beverages,6,10,16.605,348.705,33.21
B,Mandalay,333.4,Normal,2/20/2019,Male,16.67,4.761904762,498-41-1961,Cash,Health and beauty,7.6,5,16.67,350.07,66.68
B,Mandalay,334.86,Normal,1/22/2019,Female,16.743,4.761904762,563-47-4072,Cash,Health and beauty,9.9,6,16.743,351.603,55.81
B,Mandalay,335.79,Normal,01-07-2019,Male,16.7895,4.761904762,566-19-5475,Cash,Fashion accessories,6.2,7,16.7895,352.5795,47.97
B,Mandalay,335.88,Member,03-06-2019,Male,16.794,4.761904762,149-15-7606,Ewallet,Sports and travel,5.1,9,16.794,352.674,37.32
B,Mandalay,336.35,Normal,2/27/2019,Male,16.8175,4.761904762,741-73-3559,Cash,Sports and travel,6.9,5,16.8175,353.1675,67.27
B,Mandalay,337.15,Normal,03-06-2019,Female,16.8575,4.761904762,783-09-1637,Ewallet,Sports and travel,6.3,5,16.8575,354.0075,67.43
B,Mandalay,339.36,Normal,1/30/2019,Female,16.968,4.761904762,134-54-4720,Ewallet,Electronic accessories,5.7,8,16.968,356.328,42.42
B,Mandalay,339.57,Normal,1/25/2019,Female,16.9785,4.761904762,283-79-9594,Credit card,Food and beverages,5.2,7,16.9785,356.5485,48.51
B,Mandalay,34.81,Normal,1/14/2019,Female,1.7405,4.761904762,320-85-2052,Credit card,Sports and travel,7,1,1.7405,36.5505,34.81
B,Mandalay,340.56,Member,2/25/2019,Male,17.028,4.761904762,505-02-0892,Ewallet,Health and beauty,5.6,8,17.028,357.588,42.57
B,Mandalay,342.1,Normal,01-02-2019,Female,17.105,4.761904762,244-08-0162,Cash,Health and beauty,5.1,10,17.105,359.205,34.21
B,Mandalay,343.7,Normal,3/16/2019,Male,17.185,4.761904762,701-69-8742,Ewallet,Sports and travel,6.7,10,17.185,360.885,34.37
B,Mandalay,345.54,Normal,2/15/2019,Male,17.277,4.761904762,234-36-2483,Cash,Health and beauty,5.1,6,17.277,362.817,57.59
B,Mandalay,347.7,Normal,2/24/2019,Female,17.385,4.761904762,692-27-8933,Cash,Sports and travel,5.2,6,17.385,365.085,57.95
B,Mandalay,352.5,Member,3/24/2019,Female,17.625,4.761904762,725-67-2480,Credit card,Fashion accessories,5.9,6,17.625,370.125,58.75
B,Mandalay,356.56,Member,01-07-2019,Female,17.828,4.761904762,889-04-9723,Credit card,Food and beverages,7.8,4,17.828,374.388,89.14
B,Mandalay,357.49,Normal,01-12-2019,Female,17.8745,4.761904762,533-66-5566,Cash,Home and lifestyle,7,7,17.8745,375.3645,51.07
B,Mandalay,365.26,Member,03-09-2019,Female,18.263,4.761904762,299-29-0180,Cash,Home and lifestyle,9.3,7,18.263,383.523,52.18
B,Mandalay,365.49,Member,01-02-2019,Male,18.2745,4.761904762,198-84-7132,Cash,Fashion accessories,7,9,18.2745,383.7645,40.61
B,Mandalay,366.16,Member,3/23/2019,Female,18.308,4.761904762,608-96-3517,Credit card,Fashion accessories,4.8,4,18.308,384.468,91.54
B,Mandalay,366.4,Normal,1/24/2019,Male,18.32,4.761904762,775-72-1988,Ewallet,Home and lifestyle,8.4,5,18.32,384.72,73.28
B,Mandalay,375.84,Member,03-09-2019,Female,18.792,4.761904762,132-32-9879,Cash,Electronic accessories,9.5,4,18.792,394.632,93.96
B,Mandalay,378.3,Normal,1/15/2019,Male,18.915,4.761904762,369-82-2676,Ewallet,Electronic accessories,7.8,5,18.915,397.215,75.66
B,Mandalay,378.9,Normal,01-03-2019,Female,18.945,4.761904762,501-61-1753,Ewallet,Home and lifestyle,9.8,6,18.945,397.845,63.15
B,Mandalay,379.5,Normal,1/26/2019,Female,18.975,4.761904762,173-82-9529,Cash,Fashion accessories,9.7,10,18.975,398.475,37.95
B,Mandalay,382.16,Member,2/26/2019,Female,19.108,4.761904762,707-32-7409,Ewallet,Sports and travel,4.5,4,19.108,401.268,95.54
B,Mandalay,382.56,Normal,3/16/2019,Female,19.128,4.761904762,711-31-1234,Cash,Electronic accessories,7.9,4,19.128,401.688,95.64
B,Mandalay,383.11,Member,3/14/2019,Female,19.1555,4.761904762,115-99-4379,Credit card,Fashion accessories,8.5,7,19.1555,402.2655,54.73
B,Mandalay,384.64,Member,1/27/2019,Male,19.232,4.761904762,869-11-3082,Credit card,Health and beauty,8.4,4,19.232,403.872,96.16
B,Mandalay,385.38,Member,02-05-2019,Female,19.269,4.761904762,374-17-3652,Credit card,Food and beverages,8.9,9,19.269,404.649,42.82
B,Mandalay,39.01,Member,03-12-2019,Male,1.9505,4.761904762,573-10-3877,Credit card,Health and beauty,4.7,1,1.9505,40.9605,39.01
B,Mandalay,39.12,Member,3/26/2019,Female,1.956,4.761904762,449-27-2918,Credit card,Sports and travel,9.6,1,1.956,41.076,39.12
B,Mandalay,39.48,Member,02-12-2019,Female,1.974,4.761904762,528-87-5606,Cash,Electronic accessories,6.5,1,1.974,41.454,39.48
B,Mandalay,39.75,Member,2/25/2019,Male,1.9875,4.761904762,608-05-3804,Cash,Electronic accessories,6.1,1,1.9875,41.7375,39.75
B,Mandalay,390.96,Normal,03-12-2019,Male,19.548,4.761904762,276-54-0879,Ewallet,Sports and travel,6.4,4,19.548,410.508,97.74
B,Mandalay,391.79,Member,03-05-2019,Female,19.5895,4.761904762,433-75-6987,Ewallet,Health and beauty,8.9,7,19.5895,411.3795,55.97
B,Mandalay,395.46,Member,02-09-2019,Male,19.773,4.761904762,200-40-6154,Cash,Home and lifestyle,5.7,6,19.773,415.233,65.91
B,Mandalay,399,Normal,2/20/2019,Male,19.95,4.761904762,548-46-9322,Credit card,Food and beverages,5.9,10,19.95,418.95,39.9
B,Mandalay,400.25,Member,1/26/2019,Male,20.0125,4.761904762,316-55-4634,Credit card,Food and beverages,9.4,5,20.0125,420.2625,80.05
B,Mandalay,403,Member,1/24/2019,Male,20.15,4.761904762,139-20-0155,Credit card,Electronic accessories,7,10,20.15,423.15,40.3
B,Mandalay,410.2,Member,2/25/2019,Female,20.51,4.761904762,834-83-1826,Credit card,Home and lifestyle,7.6,5,20.51,430.71,82.04
B,Mandalay,410.9,Normal,2/28/2019,Female,20.545,4.761904762,709-58-4068,Cash,Fashion accessories,7.3,10,20.545,431.445,41.09
B,Mandalay,414.4,Normal,3/24/2019,Female,20.72,4.761904762,851-98-3555,Credit card,Health and beauty,6.6,5,20.72,435.12,82.88
B,Mandalay,414.72,Member,02-08-2019,Female,20.736,4.761904762,354-25-5821,Cash,Sports and travel,5.6,6,20.736,435.456,69.12
B,Mandalay,418.95,Member,02-02-2019,Male,20.9475,4.761904762,845-51-0542,Ewallet,Food and beverages,6.4,9,20.9475,439.8975,46.55
B,Mandalay,420.56,Member,2/14/2019,Female,21.028,4.761904762,109-86-4363,Credit card,Sports and travel,4.5,7,21.028,441.588,60.08
B,Mandalay,425.68,Normal,3/14/2019,Female,21.284,4.761904762,499-27-7781,Ewallet,Food and beverages,5,8,21.284,446.964,53.21
B,Mandalay,43.74,Normal,1/25/2019,Male,2.187,4.761904762,569-71-4390,Ewallet,Sports and travel,6.9,2,2.187,45.927,21.87
B,Mandalay,434.56,Normal,03-06-2019,Male,21.728,4.761904762,468-01-2051,Ewallet,Food and beverages,5.4,7,21.728,456.288,62.08
B,Mandalay,435.6,Member,1/13/2019,Male,21.78,4.761904762,327-40-9673,Cash,Sports and travel,6.9,6,21.78,457.38,72.6
B,Mandalay,44.46,Normal,03-01-2019,Male,2.223,4.761904762,470-31-3286,Credit card,Health and beauty,8.7,3,2.223,46.683,14.82
B,Mandalay,441.8,Normal,1/25/2019,Female,22.09,4.761904762,145-94-9061,Cash,Food and beverages,9.6,5,22.09,463.89,88.36
B,Mandalay,448.26,Normal,01-01-2019,Female,22.413,4.761904762,891-01-7034,Cash,Electronic accessories,6.7,6,22.413,470.673,74.71
B,Mandalay,448.56,Member,2/19/2019,Female,22.428,4.761904762,752-23-3760,Credit card,Sports and travel,7.3,7,22.428,470.988,64.08
B,Mandalay,451.76,Member,03-09-2019,Female,22.588,4.761904762,268-27-6179,Ewallet,Fashion accessories,7.3,8,22.588,474.348,56.47
B,Mandalay,461.8,Normal,3/20/2019,Male,23.09,4.761904762,142-63-6033,Ewallet,Home and lifestyle,4.9,5,23.09,484.89,92.36
B,Mandalay,461.94,Normal,2/27/2019,Female,23.097,4.761904762,318-68-5053,Cash,Health and beauty,6.1,6,23.097,485.037,76.99
B,Mandalay,463.28,Normal,02-07-2019,Female,23.164,4.761904762,114-35-5271,Cash,Electronic accessories,8.1,8,23.164,486.444,57.91
B,Mandalay,47.44,Normal,2/22/2019,Female,2.372,4.761904762,837-55-7229,Credit card,Fashion accessories,6.8,1,2.372,49.812,47.44
B,Mandalay,470.65,Normal,2/25/2019,Male,23.5325,4.761904762,871-79-8483,Credit card,Fashion accessories,4.8,5,23.5325,494.1825,94.13
B,Mandalay,479.58,Member,1/31/2019,Male,23.979,4.761904762,532-59-7201,Cash,Sports and travel,5.5,6,23.979,503.559,79.93
B,Mandalay,488.79,Normal,2/22/2019,Female,24.4395,4.761904762,582-52-8065,Cash,Fashion accessories,8.9,9,24.4395,513.2295,54.31
B,Mandalay,490.1,Normal,1/27/2019,Female,24.505,4.761904762,624-01-8356,Credit card,Home and lifestyle,4.2,10,24.505,514.605,49.01
B,Mandalay,495.63,Member,02-03-2019,Female,24.7815,4.761904762,347-34-2234,Ewallet,Sports and travel,10,9,24.7815,520.4115,55.07
B,Mandalay,496,Member,01-03-2019,Male,24.8,4.761904762,552-44-5977,Credit card,Health and beauty,6.2,8,24.8,520.8,62
B,Mandalay,496.2,Normal,03-05-2019,Male,24.81,4.761904762,733-01-9107,Cash,Home and lifestyle,7.4,6,24.81,521.01,82.7
B,Mandalay,498.45,Normal,1/14/2019,Female,24.9225,4.761904762,868-52-7573,Cash,Food and beverages,9.9,5,24.9225,523.3725,99.69
B,Mandalay,50.62,Normal,03-02-2019,Male,2.531,4.761904762,825-94-5922,Ewallet,Sports and travel,7.2,2,2.531,53.151,25.31
B,Mandalay,502.39,Normal,3/29/2019,Male,25.1195,4.761904762,186-79-9562,Cash,Health and beauty,8.9,7,25.1195,527.5095,71.77
B,Mandalay,504.3,Normal,1/29/2019,Female,25.215,4.761904762,862-17-9201,Credit card,Food and beverages,7.7,6,25.215,529.515,84.05
B,Mandalay,509.88,Normal,2/15/2019,Female,25.494,4.761904762,227-78-1148,Cash,Fashion accessories,8.4,7,25.494,535.374,72.84
B,Mandalay,51.36,Member,1/16/2019,Male,2.568,4.761904762,659-65-8956,Ewallet,Fashion accessories,5.2,1,2.568,53.928,51.36
B,Mandalay,510.21,Member,2/27/2019,Male,25.5105,4.761904762,370-41-7321,Credit card,Health and beauty,8.4,9,25.5105,535.7205,56.69
B,Mandalay,511.42,Normal,1/14/2019,Male,25.571,4.761904762,785-13-7708,Credit card,Food and beverages,4.2,7,25.571,536.991,73.06
B,Mandalay,519.1,Normal,2/16/2019,Male,25.955,4.761904762,241-72-9525,Cash,Sports and travel,8.2,10,25.955,545.055,51.91
B,Mandalay,524.16,Normal,02-05-2019,Female,26.208,4.761904762,210-57-1719,Cash,Health and beauty,9.7,9,26.208,550.368,58.24
B,Mandalay,524.7,Member,2/17/2019,Male,26.235,4.761904762,590-83-4591,Credit card,Electronic accessories,8.8,6,26.235,550.935,87.45
B,Mandalay,527.9,Normal,2/25/2019,Female,26.395,4.761904762,866-70-2814,Ewallet,Electronic accessories,10,10,26.395,554.295,52.79
B,Mandalay,53.72,Member,03-01-2019,Male,2.686,4.761904762,238-45-6950,Ewallet,Food and beverages,6.4,1,2.686,56.406,53.72
B,Mandalay,53.78,Member,02-03-2019,Male,2.689,4.761904762,676-10-2200,Ewallet,Fashion accessories,4.7,1,2.689,56.469,53.78
B,Mandalay,531.16,Normal,1/24/2019,Male,26.558,4.761904762,438-23-1242,Ewallet,Electronic accessories,8.9,7,26.558,557.718,75.88
B,Mandalay,538.3,Member,2/15/2019,Female,26.915,4.761904762,873-95-4984,Cash,Health and beauty,7.7,7,26.915,565.215,76.9
B,Mandalay,54.24,Member,03-05-2019,Male,2.712,4.761904762,895-66-0685,Ewallet,Food and beverages,8,3,2.712,56.952,18.08
B,Mandalay,54.36,Normal,3/15/2019,Male,2.718,4.761904762,605-83-1050,Ewallet,Fashion accessories,4.3,2,2.718,57.078,27.18
B,Mandalay,54.45,Normal,2/26/2019,Male,2.7225,4.761904762,154-74-7179,Ewallet,Sports and travel,7.9,1,2.7225,57.1725,54.45
B,Mandalay,543.6,Member,02-07-2019,Female,27.18,4.761904762,827-44-5872,Credit card,Food and beverages,6.1,10,27.18,570.78,54.36
B,Mandalay,544.2,Member,2/26/2019,Female,27.21,4.761904762,466-61-5506,Cash,Electronic accessories,5.3,6,27.21,571.41,90.7
B,Mandalay,55.12,Normal,01-10-2019,Female,2.756,4.761904762,226-34-0034,Ewallet,Electronic accessories,9,4,2.756,57.876,13.78
